"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"TALF","2026-05-22","2026-05-22","558","FULL","780","24.8","V-SHAPE","V-SHAPE","reversal","TRUE","","V-SHAPE","2026-05-22","","NEW","0","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","EXPLOSIVE BULL","19.18","TRUE","TRUE","TRUE","LEADING","LEADING (V-Shape)","1.86","1.86","EXPANSION","100","0","56.45","32.58","25.48","14","706.39","677.22","552.8","762700","410740","5050","Supertrend bearish | RSI 56.5 > 50 | Volume valid 1.86x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","780","695","675","645","0.1","0.2","0.3","0.4","128","287","444","620","1479","99890500","109500","675.39","675.41","590","1065","1350","1350","24.36","12.64","73.08","99.88","3","7.9"
"WIIM","2026-05-22","2026-05-22","558","FULL","1780","-0.5586592178770949","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-28","","24d","24","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","51.31","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.59","0.59","DRY / QUIET","61.11","38.89","44.95","17.42","18.51","23.69","1835.55","1845.6","1573.44","2190000","3696825","1052","Supertrend bearish | RSI 45.0 lemah | Volume 0.59x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1840","1740","1715","1685","0.1","0.2","0.3","0.4","54","114","174","237","579","99547500","452500","1719.3","1719.38","1625","2160","2490","2490","11.68","5.48","35.33","44.83","3.02","8.17"
"ADMF","2026-05-22","2026-05-22","558","FULL","8375","0.29940119760479045","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-27","","25d","25","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","50.94","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.11","0.11","DRY / QUIET","44.44","55.56","42.83","19.44","20.62","22.01","8555.15","8563.82","8758.67","27700","248310","1050","Supertrend bearish | RSI 42.8 lemah | Volume 0.11x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","8525","8375","8350","8300","0.1","0.2","0.3","0.4","11","23","35","48","117","97705000","2295000","8350.85","8352.01","8175","9050","9950","9950","4.11","2.11","16.72","19.15","4.07","9.09"
"CEKA","2026-05-22","2026-05-22","558","FULL","2350","0.8583690987124464","HOLD","-","passive","FALSE","","SMART SNIPER","2026-04-27","Discount Only","25d","25","UPTREND","NEUTRAL","BULLISH","BEARISH","UPTREND DISCOUNT","SIDEWAYS","92.5","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.9","0.9","NORMAL","100","0","50.99","38.03","15.51","11.87","2349.22","2341.66","2398.09","45400","50200","1050","Supertrend bullish | RSI 51.0 > 50 | Volume 0.9x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","2370","2280","2250","2220","0.1","0.2","0.3","0.4","42","87","133","180","442","99675000","325000","2255.09","2255.16","2170","2670","2970","2970","8.44","3.77","25.32","31.7","3","8.4"
"IPCC","2026-05-22","2026-05-22","558","FULL","1215","0.8298755186721992","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-27","","25d","25","DOWNTREND","BEARISH","BEARISH","BULLISH","DOWNTREND","NORMAL DOWNTREND","34.29","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.54","0.54","DRY / QUIET","71.43","28.57","35.16","35.82","7.53","34.51","1268.68","1281.98","1210.84","813300","1496125","1050","Supertrend bearish | RSI 35.2 lemah | Volume 0.54x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1335","1295","1280","1270","0.1","0.2","0.3","0.4","74","154","234","314","776","99652000","348000","1284.18","1284.22","1245","1470","1615","1615","6.74","3.05","20.97","25.76","3.11","8.44"
"RDTX","2026-05-22","2026-05-22","558","FULL","15400","0","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-27","","25d","25","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL DOWNTREND","18.63","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.53","0.53","DRY / QUIET","0","100","45.33","14.13","32.1","41.52","15740.92","15846.44","14505.22","600","1125","1050","Supertrend bearish | RSI 45.3 lemah | Volume 0.53x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","16575","14300","13750","12975","0.1","0.2","0.3","0.4","6","13","21","30","70","96335000","3665000","13762.14","13761.61","11925","23550","30525","30525","28.05","13.35","84.16","121.8","3","9.12"
"SONA","2026-05-22","2026-05-22","558","FULL","2260","7.6190476190476195","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-27","","25d","25","DOWNTREND","BULLISH","BULLISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.17","0.17","DRY / QUIET","80","20","51.11","34.38","32.2","13.79","2237.93","2243.49","2669.75","26700","161255","1050","Supertrend bearish | RSI 51.1 > 50 | Volume 0.17x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","4720","3940","3760","3490","0.1","0.2","0.3","0.4","21","50","79","114","264","99102000","898000","3753.86","3754.48","3110","7125","9550","9550","34.11","17.15","102.33","154.4","3","9"
"BEEF","2026-05-22","2026-05-22","558","FULL","151","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-20","","2d","2","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","26.1","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","1.33","1.33","EXPANSION","58.33","41.67","26.45","22.88","10.53","25.98","191.03","234.75","320.44","37648800","28266865","1046","Supertrend bearish | RSI 26.4 lemah | Volume valid 1.33x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","169","160","158","155","0.1","0.2","0.3","0.4","591","1250","1898","2580","6319","99966300","33700","158.2","158.2","147","202","212","212","13.02","7.08","25.44","34.01","1.95","4.8"
"CNKO","2026-05-22","2026-05-22","558","FULL","44","2.3255813953488373","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-20","","2d","2","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.66","0.66","DRY / QUIET","100","0","35.84","23.36","19.99","38.33","50.79","55.74","59.51","13824500","20822745","1046","Supertrend bearish | RSI 35.8 lemah | Volume 0.66x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","67","62","60","58","0.1","0.2","0.3","0.4","1492","3225","5000","6896","16613","99988200","11800","60.19","60.19","55","85","103","103","17.91","8.62","53.73","71.13","3","8.25"
"FAPA","2026-05-22","2026-05-22","558","FULL","7150","0","HOLD","-","passive","FALSE","","SMART GAMMA","2026-04-24","","28d","28","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","38.77","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.24","0.24","DRY / QUIET","100","0","65.91","58.49","30.7","16.78","7049.84","6838.68","6312.04","3400","13890","1044","Supertrend bullish | RSI 65.9 > 50 | Volume 0.24x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","7025","6575","6450","6300","0.1","0.2","0.3","0.4","14","30","46","63","153","98920000","1080000","6465.36","6465.93","6100","8425","9800","9800","13.17","5.65","39.5","51.58","3","9.13"
"JTPE","2026-05-22","2026-05-22","558","FULL","610","0.8264462809917356","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-24","","28d","28","DOWNTREND","BEARISH","NEUTRAL","BULLISH","DEMAND STRUCTURE","SIDEWAYS","54.46","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.44","0.44","DRY / QUIET","100","0","46.5","12.5","14.59","17.09","620.86","610.19","495.92","1130800","2542560","1044","Supertrend bearish | RSI 46.5 lemah | Volume 0.44x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","680","610","595","570","0.1","0.2","0.3","0.4","147","327","504","701","1679","99888000","112000","594.93","594.93","535","900","1115","1115","21.32","10.07","63.97","87.42","3","8.68"
"SQMI","2026-05-22","2026-05-22","558","FULL","43","2.380952380952381","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-19","","3d","3","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","21.82","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.26","0.26","DRY / QUIET","100","0","34.05","34.83","12.89","43.57","48.99","52.17","47.98","1065600","4082425","1044","Supertrend bearish | RSI 34.0 lemah | Volume 0.26x | Crash filter aktif | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","48","44","43","42","0.1","0.2","0.3","0.4","2083","4545","6976","9523","23127","99989800","10200","43.24","43.24","40","60","72","72","16.67","7.48","50","66.53","3","8.89"
"HGII","2026-05-22","2026-05-22","320","FULL","128","1.5873015873015872","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-23","","29d","29","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","51.53","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.31","0.31","DRY / QUIET","28.57","71.43","30.57","17.66","17.63","21.4","135.78","139.9","152.83","819400","2608845","1042","Supertrend bearish | RSI 30.6 lemah | Volume 0.31x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","147","139","136","134","0.1","0.2","0.3","0.4","680","1438","2205","2985","7308","99971200","28800","136.8","136.8","129","174","202","202","12.24","5.7","37.41","47.66","3.06","8.36"
"ADCP","2026-05-22","2026-05-22","558","FULL","50","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-22","","30d","30","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","65","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","DRY / QUIET","50","50","43.91","52.56","30.18","8.34","50.54","51.47","53.25","75300","122914550","1040","Supertrend bearish | RSI 43.9 lemah | Volume 0x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","53","52","51","51","0.1","0.2","0.3","0.4","1886","3846","5882","7843","19457","99992500","7500","51.39","51.39","50","58","64","64","5.66","2.71","20.75","24.53","3.67","9.06"
"ATLA","2026-05-22","2026-05-22","497","FULL","50","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-22","","30d","30","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","54.84","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.01","0.01","DRY / QUIET","50","50","40.75","28.85","21.01","12.35","51.46","52.71","57.3","2188300","315178895","1040","Supertrend bearish | RSI 40.8 lemah | Volume 0.01x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","53","52","51","51","0.1","0.2","0.3","0.4","1886","3846","5882","7843","19457","99992500","7500","51.39","51.39","50","58","61","61","5.66","2.71","15.09","18.7","2.67","6.9"
"BTPN","2026-05-22","2026-05-22","558","FULL","2380","0.42194092827004215","HOLD","-","passive","FALSE","","V-SHAPE","2026-04-22","","30d","30","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","23.03","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","1.46","1.46","EXPANSION","42.86","57.14","66.79","31.23","29.21","8.8","2171.52","2108.65","2109.85","401700","275835","1040","Supertrend bullish | RSI 66.8 > 50 | Volume valid 1.46x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","2130","2020","1990","1950","0.1","0.2","0.3","0.4","46","99","150","205","500","99621000","379000","1992.42","1992.67","1880","2510","2880","2880","11.74","5.64","35.21","44.55","3","7.9"
"DILD","2026-05-22","2026-05-22","558","FULL","120","-0.8264462809917356","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-22","Discount Only","30d","30","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","76.5","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.74","0.74","DRY / QUIET","66.67","33.33","33.99","15.67","12.13","22.81","125.52","128.61","135.7","17746900","24081485","1040","Supertrend bearish | RSI 34.0 lemah | Volume 0.74x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","137","130","128","125","0.1","0.2","0.3","0.4","729","1538","2343","3200","7810","99971700","28300","128","128.01","121","161","185","185","11.68","5.47","35.04","44.53","3","8.14"
"MAXI","2026-05-22","2026-05-22","558","FULL","50","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-22","Structure + Discount","30d","30","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","DRY / QUIET","50","50","45.72","28.88","30.33","20.19","50.9","51.21","52.18","504900","337494210","1040","Supertrend bearish | RSI 45.7 lemah | Volume 0x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","53","52","51","51","0.1","0.2","0.3","0.4","1886","3846","5882","7843","19457","99992500","7500","51.39","51.39","50","58","64","64","5.66","2.71","20.75","24.53","3.67","9.06"
"MCOR","2026-05-22","2026-05-22","558","FULL","67","-1.4705882352941175","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-22","Structure + Discount","30d","30","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","77.69","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.85","0.85","NORMAL","50","50","37.09","12.65","8.78","15.89","69.32","70.55","72.2","4066000","4794085","1040","Supertrend bearish | RSI 37.1 lemah | Volume 0.85x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","73","70","69","68","0.1","0.2","0.3","0.4","1369","2857","4347","5882","14455","99984600","15400","69.17","69.17","67","82","91","91","8.22","3.14","24.66","31.56","3","10.06"
"PNBN","2026-05-22","2026-05-22","558","FULL","955","1.0582010582010581","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-22","Demand Structure","30d","30","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","28.48","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.43","0.43","DRY / QUIET","100","0","39.82","24.79","18.65","22.75","993.2","1005.78","1094.58","2640400","6158165","1040","Supertrend bearish | RSI 39.8 lemah | Volume 0.43x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1080","1010","990","965","0.1","0.2","0.3","0.4","92","198","303","414","1007","99882000","118000","991.88","991.92","930","1305","1530","1530","13.89","6.24","41.67","54.25","3","8.7"
"PNIN","2026-05-22","2026-05-22","558","FULL","765","0.6578947368421052","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-22","","30d","30","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","59.3","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.55","0.55","DRY / QUIET","80","20","42.4","16.45","13.93","20","781.64","783.41","821.68","408100","740245","1040","Supertrend bearish | RSI 42.4 lemah | Volume 0.55x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","815","760","745","725","0.1","0.2","0.3","0.4","122","263","402","551","1338","99827500","172500","746.09","746.12","695","995","1175","1175","14.72","6.85","44.17","57.49","3","8.39"
"BBLD","2026-05-22","2026-05-22","558","FULL","620","1.639344262295082","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-21","","31d","31","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","69.87","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.31","1.31","EXPANSION","68.75","31.25","33.29","14.27","20.88","16.12","661.39","717.34","799.47","69600","53060","1038","Supertrend bearish | RSI 33.3 lemah | Volume valid 1.31x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","705","680","670","660","0.1","0.2","0.3","0.4","141","294","447","606","1488","99877500","122500","671.22","671.24","640","805","900","900","9.22","4.65","27.66","34.08","3","7.33"
"DUTI","2026-05-22","2026-05-22","558","FULL","4100","-5.311778290993072","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-21","","31d","31","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","84.56","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.13","0.13","DRY / QUIET","18.18","81.82","47.06","13.39","32.9","38.48","4167.98","4165.51","4109","300","2320","1038","Supertrend bearish | RSI 47.1 lemah | Volume 0.13x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","4220","4070","4030","3980","0.1","0.2","0.3","0.4","23","49","74","100","246","99271000","729000","4035.41","4035.82","3880","4730","5250","5250","8.06","3.85","24.41","30.1","3.03","7.82"
"GOTO","2026-05-22","2026-05-22","558","FULL","50","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-21","Structure + Discount","31d","31","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","65","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.05","0.05","DRY / QUIET","50","50","38.4","12.34","19.43","21.41","51.05","53.17","59.17","207040600","4316461660","1038","Supertrend bearish | RSI 38.4 lemah | Volume 0.05x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","56","53","52","51","0.1","0.2","0.3","0.4","1785","3773","5769","7843","19170","99991000","9000","52.16","52.16","50","65","74","74","10.71","4.14","32.14","41.87","3","10.11"
"KICI","2026-05-22","2026-05-22","558","FULL","206","0","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-21","","31d","31","DOWNTREND","BEARISH","BEARISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","72.95","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.14","0.14","DRY / QUIET","71.43","28.57","46.2","38.06","30.46","18.02","214.66","212.96","195.34","614500","4455570","1038","Supertrend bearish | RSI 46.2 lemah | Volume 0.14x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","322","242","222","195","0.1","0.2","0.3","0.4","310","826","1351","2051","4538","99957900","42100","220.27","220.28","155","575","825","825","51.86","29.63","156.21","274.54","3.01","9.27"
"KMDS","2026-05-22","2026-05-22","558","FULL","540","0.9345794392523363","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-21","","31d","31","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","45.52","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.3","0.3","DRY / QUIET","75","25","39.33","34.72","8.15","19.63","562.9","583.35","617.18","71400","239995","1038","Supertrend bearish | RSI 39.3 lemah | Volume 0.3x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","595","570","560","550","0.1","0.2","0.3","0.4","168","350","535","727","1780","99891000","109000","561.19","561.19","535","685","775","775","10.08","4.67","30.25","38.1","3","8.17"
"AKPI","2026-05-22","2026-05-22","558","FULL","530","-0.9345794392523363","HOLD","-","passive","FALSE","","SMART SNIPER","2026-04-20","Demand Structure","32d","32","UPTREND","BEARISH","NEUTRAL","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","52.47","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.1","0.1","DRY / QUIET","75","25","49.21","33.76","26.03","10.14","533.47","530.78","554.81","19000","182565","1036","Supertrend bullish | RSI 49.2 lemah | Volume 0.1x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","560","515","505","490","0.1","0.2","0.3","0.4","178","388","594","816","1976","99931000","69000","505.72","505.74","464","705","850","850","17.14","8.25","51.79","68.08","3.02","8.25"
"KING","2026-05-22","2026-05-22","558","FULL","565","7.6190476190476195","HOLD","-","passive","FALSE","","G ACC","2026-04-20","","32d","32","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","0","FALSE","TRUE","FALSE","LEADING","LEADING (Passive)","1.09","1.09","NORMAL","100","0","87.99","50.59","48.05","8.25","448.49","373.02","265.78","5470100","5002880","1036","Supertrend bullish | RSI 88.0 > 50 | Volume 1.09x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","360","288","270","246","0.1","0.2","0.3","0.4","277","694","1111","1626","3708","99955800","44200","269.57","269.59","210","585","810","810","41.67","22.1","125","200.48","3","9.07"
"PANS","2026-05-22","2026-05-22","558","FULL","1710","0","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-20","","32d","32","DOWNTREND","BEARISH","NEUTRAL","BULLISH","DEMAND STRUCTURE","SIDEWAYS","70.85","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.47","0.47","DRY / QUIET","100","0","42.75","15.86","11.38","20.67","1729.9","1707.68","1595.31","78200","165995","1036","Supertrend bearish | RSI 42.8 lemah | Volume 0.47x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1755","1605","1565","1515","0.1","0.2","0.3","0.4","56","124","191","264","635","99617500","382500","1568.78","1569.09","1445","2220","2690","2690","17.66","7.89","53.28","71.47","3.02","9.06"
"PZZA","2026-05-22","2026-05-22","558","FULL","189","0.5319148936170213","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-20","Structure + Discount","32d","32","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","51.67","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.62","0.62","DRY / QUIET","50","50","33.74","25.91","12.29","22.69","197.82","202.71","208.12","1097000","1756195","1036","Supertrend bearish | RSI 33.7 lemah | Volume 0.62x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","226","204","199","191","0.1","0.2","0.3","0.4","442","980","1507","2094","5023","99965900","34100","199.02","199.02","180","296","364","364","20.35","9.56","61.06","82.9","3","8.68"
"HOPE","2026-05-22","2026-05-22","558","FULL","130","1.5625","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-13","","9d","9","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","78.39","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.16","0.16","DRY / QUIET","100","0","32.91","14.35","17.82","30.56","167.42","199.41","181.38","9892400","62671510","1032","Supertrend bearish | RSI 32.9 lemah | Volume 0.16x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","314","248","232","208","0.1","0.2","0.3","0.4","318","806","1293","1923","4340","99970000","30000","230.35","230.36","175","525","730","730","44.27","24.03","132.48","216.92","2.99","9.03"
"CITA","2026-05-22","2026-05-22","558","FULL","3790","2.4324324324324325","HOLD","-","passive","FALSE","","SMART SNIPER","2026-04-17","Discount Only","35d","35","UPTREND","BEARISH","BEARISH","BEARISH","UPTREND DISCOUNT","NORMAL DOWNTREND","12.72","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.68","1.68","EXPANSION","100","0","47.09","30.54","17.72","26.61","3800.51","4009.56","4142.59","1246300","740100","1030","Supertrend bullish | RSI 47.1 lemah | Volume valid 1.68x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","4400","4230","4190","4130","0.1","0.2","0.3","0.4","22","47","71","96","236","98958000","1042000","4193.14","4193.58","4040","4940","5475","5475","8.18","3.65","24.43","30.57","2.99","8.37"
"DKFT","2026-05-22","2026-05-22","558","FULL","730","8.955223880597014","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-17","","35d","35","DOWNTREND","BEARISH","BEARISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.58","0.58","DRY / QUIET","100","0","45.47","30.34","13.79","27.69","750.63","764.21","706.29","9473900","16379855","1030","Supertrend bearish | RSI 45.5 lemah | Volume 0.58x | Crash filter aktif | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","820","740","720","690","0.1","0.2","0.3","0.4","121","270","416","579","1386","99805000","195000","720.09","720.15","650","1075","1330","1330","20.73","9.73","62.2","84.7","3","8.7"
"LPPF","2026-05-22","2026-05-22","558","FULL","1595","-0.6230529595015576","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-17","","35d","35","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LEADING","LEADING (Passive)","0.46","0.46","DRY / QUIET","81.82","18.18","30.74","33.93","13.67","33.93","1673.53","1746.98","1748","2344100","5123920","1030","Supertrend bearish | RSI 30.7 lemah | Volume 0.46x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1950","1875","1855","1830","0.1","0.2","0.3","0.4","51","106","161","218","536","99579500","420500","1857.83","1857.86","1790","2190","2430","2430","8.21","3.65","24.62","30.8","3","8.44"
"MTLA","2026-05-22","2026-05-22","558","FULL","510","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-17","","35d","35","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","78.88","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.19","0.19","DRY / QUIET","100","0","40.64","21.02","10.11","23.37","522.48","539.75","514.63","7900","41495","1030","Supertrend bearish | RSI 40.6 lemah | Volume 0.19x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","590","565","555","545","0.1","0.2","0.3","0.4","169","353","540","733","1795","99834000","166000","556.18","556.19","525","690","785","785","11.02","5.61","33.05","41.14","3","7.34"
